State_Fips,County_Fips,State,County,Pop_2010,Pop_2011,Pop_2012,Pop_2013,Pop_2014,Pop_2015,Pop_2016,Pop_2017,Pop_2018,Pop_2019
29,87,Missouri,Holt County,4915,4839,4680,4591,4530,4483,4453,4407,4412,4403
29,89,Missouri,Howard County,10141,10219,10196,10239,10129,10134,10032,10066,10059,10001
29,91,Missouri,Howell County,40552,40584,40537,40236,40122,40070,40132,40074,40126,40117
29,93,Missouri,Iron County,10592,10620,10548,10461,10362,10203,10123,10181,10187,10125
29,95,Missouri,Jackson County,674845,675553,677417,679841,683014,686783,692430,698072,700784,703011
29,97,Missouri,Jasper County,117656,115283,115770,116766,117742,118548,119219,120048,120455,121328
29,99,Missouri,Jefferson County,219128,219594,219853,220870,222006,223116,223377,223769,224410,225081
29,101,Missouri,Johnson County,52686,53297,54124,54139,54010,53496,53497,53735,53621,54062
29,103,Missouri,Knox County,4125,4125,4090,4060,3993,3907,3933,3970,3965,3959
29,105,Missouri,Laclede County,35700,35668,35482,35654,35530,35469,35450,35418,35596,35723
29,107,Missouri,Lafayette County,33381,33207,33054,32823,32619,32624,32534,32579,32542,32708
29,109,Missouri,Lawrence County,38591,38502,38382,38104,37903,37981,38164,38256,38264,38355
29,111,Missouri,Lewis County,10210,10220,10119,10111,10099,10138,10072,9952,9839,9776
29,113,Missouri,Lincoln County,52674,53051,53265,53785,54170,54567,55146,56045,57613,59013
29,115,Missouri,Linn County,12774,12601,12488,12330,12320,12293,12146,12168,12039,11920
29,117,Missouri,Livingston County,15128,15120,14997,14874,15006,14938,15127,15157,15181,15227
29,119,Missouri,McDonald County,23072,22891,22966,22629,22820,22683,22705,22722,22963,22837
29,121,Missouri,Macon County,15593,15486,15563,15475,15449,15284,15164,15262,15167,15117
29,123,Missouri,Madison County,12197,12256,12373,12270,12192,12178,12213,12230,12188,12088
29,125,Missouri,Maries County,9162,9171,9022,9037,9001,8936,8821,8790,8770,8697
29,127,Missouri,Marion County,28787,28786,28746,28769,28766,28697,28689,28585,28540,28530
29,129,Missouri,Mercer County,3770,3774,3708,3664,3683,3660,3661,3656,3626,3617
29,131,Missouri,Miller County,24716,24718,24582,24812,24833,24872,24998,25202,25315,25619
29,133,Missouri,Mississippi County,14330,14234,14274,14174,14175,13965,13738,13594,13394,13180
29,135,Missouri,Moniteau County,15626,15706,15669,15742,15809,15873,15991,16047,16186,16132
29,137,Missouri,Monroe County,8786,8683,8692,8770,8737,8637,8633,8596,8636,8644
29,139,Missouri,Montgomery County,12207,12202,11965,11847,11718,11572,11447,11378,11488,11551
29,141,Missouri,Morgan County,20543,20378,20082,20122,20074,20065,20089,20162,20414,20627
29,143,Missouri,New Madrid County,18934,18764,18471,18316,18229,18067,17839,17544,17272,17076
29,145,Missouri,Newton County,58177,58563,58637,58378,58127,58138,58178,58191,58158,58236
29,147,Missouri,Nodaway County,23401,23433,23327,23151,22981,22625,22455,22401,22223,22092
29,149,Missouri,Oregon County,10935,11044,10966,10927,10823,10850,10746,10553,10558,10529
29,151,Missouri,Osage County,13905,13908,13846,13677,13638,13538,13613,13658,13652,13615
29,153,Missouri,Ozark County,9746,9647,9593,9503,9439,9364,9199,9227,9070,9174
29,155,Missouri,Pemiscot County,18261,18185,18075,17774,17564,17410,17060,16783,16256,15805
29,157,Missouri,Perry County,18938,19008,19001,19053,19118,19068,19216,19262,19274,19136
29,159,Missouri,Pettis County,42274,42155,42304,42196,42200,42300,42249,42445,42441,42339
29,161,Missouri,Phelps County,45294,45246,45230,45006,44925,44766,44708,44551,44551,44573
29,163,Missouri,Pike County,18476,18661,18552,18608,18497,18409,18507,18557,18502,18302
29,165,Missouri,Platte County,89702,90880,92151,93367,94859,96445,98641,101141,102764,104418
29,167,Missouri,Polk County,31157,31202,31082,31117,31118,31256,31380,31742,32214,32149
29,169,Missouri,Pulaski County,52859,53297,53475,54077,53550,53204,52456,51862,51997,52607
29,171,Missouri,Putnam County,4974,4976,4945,4884,4843,4860,4825,4778,4748,4696
29,173,Missouri,Ralls County,10193,10275,10226,10164,10276,10169,10230,10226,10234,10309
29,175,Missouri,Randolph County,25458,25282,25334,24945,25050,25041,24970,24899,24732,24748
29,177,Missouri,Ray County,23517,23346,23081,23064,22936,22793,22741,22877,22945,23018
29,179,Missouri,Reynolds County,6676,6565,6548,6454,6400,6292,6347,6260,6282,6270
29,181,Missouri,Ripley County,14102,14140,14028,13985,13932,13788,13775,13565,13420,13288
29,183,Missouri,St. Charles County,361803,365582,369111,374288,379844,384978,390541,395130,398780,402022
29,185,Missouri,St. Clair County,9823,9693,9527,9487,9432,9411,9288,9365,9389,9397
29,186,Missouri,Ste. Genevieve County,18127,18196,17868,17951,17936,17804,17875,17792,17877,17894
29,187,Missouri,St. Francois County,65529,65590,65803,66102,65784,66232,66356,66674,66737,67215
29,189,Missouri,St. Louis County,998840,1000040,1000761,1000456,1000528,1001109,997837,996227,995219,994205
29,195,Missouri,Saline County,23420,23406,23544,23355,23398,23226,23095,22910,22890,22761
29,197,Missouri,Schuyler County,4441,4389,4387,4370,4392,4500,4501,4518,4594,4660
29,199,Missouri,Scotland County,4840,4835,4865,4893,4840,4821,4902,4948,4938,4902
29,201,Missouri,Scott County,39261,39147,39161,39207,38868,39007,38760,38576,38541,38280
29,203,Missouri,Shannon County,8443,8412,8332,8288,8293,8273,8222,8235,8189,8166
29,205,Missouri,Shelby County,6365,6235,6216,6152,6092,6101,6044,5995,5997,5930
29,207,Missouri,Stoddard County,30027,29851,29814,29795,29785,29736,29498,29364,29264,29025
29,209,Missouri,Stone County,32235,32118,31893,31658,31445,31307,31471,31642,31701,31952
29,211,Missouri,Sullivan County,6737,6663,6556,6497,6472,6366,6333,6212,6233,6089
29,213,Missouri,Taney County,51902,52652,52901,53255,53810,54216,54608,55100,55719,55928
29,215,Missouri,Texas County,26042,25928,25791,25685,25659,25660,25805,25650,25506,25398
29,217,Missouri,Vernon County,21159,21084,20930,20978,20983,20758,20653,20507,20492,20563
29,219,Missouri,Warren County,32605,32604,32738,32980,33180,33532,33871,34448,34766,35649
29,221,Missouri,Washington County,25201,25105,25088,25144,25079,24793,24852,24994,24933,24730
29,223,Missouri,Wayne County,13519,13425,13408,13475,13481,13431,13236,13303,13132,12873
29,225,Missouri,Webster County,36320,36448,36448,36626,37042,37604,38154,38745,39179,39592
29,227,Missouri,Worth County,2152,2118,2080,2079,2054,2042,2015,2041,2026,2013
29,229,Missouri,Wright County,18779,18572,18556,18333,18198,18146,18185,18210,18187,18289
29,510,Missouri,St. Louis city,319336,319344,319416,318476,317399,316010,312633,308233,303419,300576
30,0,Montana,Montana,990697,997316,1003783,1013569,1021869,1030475,1040859,1052482,1060665,1068778
30,1,Montana,Beaverhead County,9255,9210,9359,9306,9337,9295,9463,9450,9412,9453
30,3,Montana,Big Horn County,12911,13056,12995,13117,13343,13312,13458,13483,13365,13319
30,5,Montana,Blaine County,6503,6575,6680,6637,6710,6680,6716,6745,6774,6681
30,7,Montana,Broadwater County,5633,5726,5759,5676,5653,5714,5785,5917,6072,6237
30,9,Montana,Carbon County,10063,10089,10141,10337,10438,10403,10485,10680,10691,10725
30,11,Montana,Carter County,1159,1136,1157,1152,1150,1147,1175,1223,1230,1252
30,13,Montana,Cascade County,81507,81714,81622,82194,82056,81878,81562,81633,81688,81366
30,15,Montana,Chouteau County,5810,5812,5932,5853,5899,5774,5780,5732,5740,5635
30,17,Montana,Custer County,11692,11758,11798,11873,12008,12083,11843,11726,11592,11402
30,19,Montana,Daniels County,1749,1760,1774,1777,1797,1750,1731,1722,1729,1690
30,21,Montana,Dawson County,8950,9026,9231,9381,9505,9577,9263,8952,8680,8613
30,23,Montana,Deer Lodge County,9291,9280,9215,9257,9115,9102,9057,9100,9129,9140
30,25,Montana,Fallon County,2889,2930,3026,3047,3110,3171,3086,3004,2912,2846
30,27,Montana,Fergus County,11585,11461,11391,11464,11329,11307,11349,11281,11117,11050
30,29,Montana,Flathead County,90864,91270,91597,92935,94567,95839,97742,100091,102017,103806
30,31,Montana,Gallatin County,89654,91375,92570,94798,97508,100882,104739,108576,111682,114434
30,33,Montana,Garfield County,1192,1254,1244,1254,1275,1284,1299,1281,1257,1258
30,35,Montana,Glacier County,13421,13577,13667,13789,13704,13636,13711,13732,13828,13753
30,37,Montana,Golden Valley County,879,830,827,846,841,818,810,817,822,821
30,39,Montana,Granite County,3075,3079,3042,3069,3146,3163,3286,3356,3371,3379
30,41,Montana,Hill County,16153,16394,16396,16535,16502,16438,16448,16469,16342,16484
30,43,Montana,Jefferson County,11407,11375,11318,11455,11502,11572,11779,11921,12094,12221
30,45,Montana,Judith Basin County,2073,2009,2004,2000,1984,1931,1940,1945,1946,2007
30,47,Montana,Lake County,28789,28977,29012,29121,29215,29457,29709,30221,30220,30458
30,49,Montana,Lewis and Clark County,63577,64272,64736,65234,65703,66225,66894,67850,68622,69432
30,51,Montana,Liberty County,2349,2379,2393,2362,2348,2391,2409,2407,2416,2337
30,53,Montana,Lincoln County,19694,19625,19485,19424,19186,19060,19294,19556,19797,19980
30,55,Montana,McCone County,1745,1709,1701,1715,1715,1700,1732,1698,1669,1664
30,57,Montana,Madison County,7696,7644,7663,7674,7828,8026,8062,8291,8530,8600
30,59,Montana,Meagher County,1878,1877,1886,1904,1856,1821,1845,1852,1857,1862
30,61,Montana,Mineral County,4229,4220,4128,4228,4195,4192,4124,4235,4307,4397
30,63,Montana,Missoula County,109467,110245,111042,111900,112801,114122,116349,117834,118640,119600
30,65,Montana,Musselshell County,4555,4747,4692,4681,4645,4628,4646,4632,4632,4633
30,67,Montana,Park County,15596,15509,15591,15698,15919,16003,16115,16386,16648,16606
30,69,Montana,Petroleum County,489,490,504,504,488,474,491,512,512,487
30,71,Montana,Phillips County,4252,4186,4121,4159,4170,4146,4113,4113,4060,3954
30,73,Montana,Pondera County,6160,6193,6150,6216,6138,6095,6035,5968,5960,5911
30,75,Montana,Powder River County,1739,1739,1753,1753,1777,1768,1746,1750,1720,1682
30,77,Montana,Powell County,7019,7084,7081,6957,6882,6799,6841,6789,6953,6890
30,79,Montana,Prairie County,1183,1141,1141,1163,1125,1140,1159,1099,1070,1077
30,81,Montana,Ravalli County,40324,40380,40576,40668,40745,41148,41918,42524,43166,43806
30,83,Montana,Richland County,9759,10144,10780,11154,11531,11902,11408,11027,10855,10803
30,85,Montana,Roosevelt County,10443,10497,10856,11089,11285,11417,11225,11160,11069,11004
30,87,Montana,Rosebud County,9242,9324,9346,9298,9321,9347,9232,9205,9040,8937
30,89,Montana,Sanders County,11395,11400,11375,11310,11313,11293,11465,11689,11847,12113
30,91,Montana,Sheridan County,3368,3418,3550,3626,3661,3673,3608,3471,3386,3309
30,93,Montana,Silver Bow County,34230,34405,34474,34574,34752,34691,34696,34811,34739,34915
30,95,Montana,Stillwater County,9114,9156,9166,9255,9235,9425,9360,9419,9483,9642
30,97,Montana,Sweet Grass County,3619,3585,3581,3658,3639,3620,3616,3676,3703,3737
30,99,Montana,Teton County,6074,6060,6057,6051,6031,6062,6011,6091,6117,6147
30,101,Montana,Toole County,5343,5154,5217,5121,5117,5077,4951,4860,4835,4736
30,103,Montana,Treasure County,718,713,722,693,689,684,680,673,673,696
30,105,Montana,Valley County,7378,7461,7499,7628,7627,7621,7532,7402,7406,7396
30,107,Montana,Wheatland County,2156,2132,2091,2123,2090,2111,2130,2161,2184,2126
30,109,Montana,Wibaux County,1008,982,1034,1101,1084,1072,1042,1018,1030,969
30,111,Montana,Yellowstone County,148394,149772,151635,153775,155279,156529,157914,159266,160029,161300
31,0,Nebraska,Nebraska,1829542,1840672,1853303,1865279,1879321,1891277,1905616,1915947,1925614,1934408
31,1,Nebraska,Adams County,31328,31204,31345,31527,31389,31567,31683,31808,31514,31363
31,3,Nebraska,Antelope County,6679,6621,6550,6472,6419,6415,6345,6341,6308,6298
31,5,Nebraska,Arthur County,465,468,479,454,451,451,466,455,462,463
31,7,Nebraska,Banner County,691,655,684,678,670,711,716,726,725,745
31,9,Nebraska,Blaine County,478,475,498,470,490,477,470,479,480,465
31,11,Nebraska,Boone County,5511,5407,5429,5397,5357,5310,5333,5320,5241,5192
31,13,Nebraska,Box Butte County,11275,11295,11265,11296,11298,11325,11176,10835,10733,10783
31,15,Nebraska,Boyd County,2105,2079,2060,2016,2019,2002,1980,1955,1950,1919
31,17,Nebraska,Brown County,3155,3098,3052,2958,2974,2982,2980,3000,2967,2955
31,19,Nebraska,Buffalo County,46175,46824,47637,47999,48200,48578,49104,49350,49352,49659
31,21,Nebraska,Burt County,6842,6783,6681,6570,6546,6538,6537,6531,6486,6459
31,23,Nebraska,Butler County,8374,8256,8252,8231,8181,8058,7996,8032,8043,8016
31,25,Nebraska,Cass County,25239,25237,25126,25295,25404,25421,25647,25935,26189,26248
31,27,Nebraska,Cedar County,8819,8752,8699,8625,8542,8518,8604,8515,8453,8402
31,29,Nebraska,Chase County,3966,3983,4015,3981,3981,3963,3914,3928,3937,3924
31,31,Nebraska,Cherry County,5694,5730,5732,5755,5744,5824,5829,5790,5763,5689
31,33,Nebraska,Cheyenne County,9968,9989,10073,10067,10113,10137,10047,9644,9282,8910
31,35,Nebraska,Clay County,6536,6453,6384,6358,6314,6291,6135,6186,6202,6203
31,37,Nebraska,Colfax County,10540,10566,10552,10454,10663,10717,10712,10700,10734,10709
31,39,Nebraska,Cuming County,9160,9117,9082,9010,9017,9075,8957,8947,8935,8846
31,41,Nebraska,Custer County,10905,10903,10844,10828,10770,10828,10824,10869,10830,10777
31,43,Nebraska,Dakota County,21034,20811,20714,20765,20547,20550,20279,20010,20002,20026
31,45,Nebraska,Dawes County,9168,9203,9133,9062,9018,8958,8911,8888,8705,8589
31,47,Nebraska,Dawson County,24312,24216,23977,24016,23986,23892,23779,23657,23744,23595
31,49,Nebraska,Deuel County,1925,1957,1959,1920,1926,1910,1861,1861,1821,1794
31,51,Nebraska,Dixon County,5988,5998,5888,5815,5760,5769,5742,5746,5700,5636
31,53,Nebraska,Dodge County,36673,36930,36590,36497,36614,36567,36677,36789,36725,36565
31,55,Nebraska,Douglas County,518574,524167,530755,536734,543005,549029,555607,560733,566391,571327
31,57,Nebraska,Dundy County,2008,1976,1979,1955,1863,1770,1806,1783,1764,1693
31,59,Nebraska,Fillmore County,5871,5827,5713,5637,5604,5553,5622,5561,5535,5462
31,61,Nebraska,Franklin County,3244,3204,3183,3063,3046,2977,2994,2974,3013,2979
31,63,Nebraska,Frontier County,2760,2714,2719,2716,2722,2631,2645,2623,2600,2627
31,65,Nebraska,Furnas County,4945,4915,4882,4830,4853,4831,4762,4763,4701,4676
31,67,Nebraska,Gage County,22269,21908,21654,21767,21557,21715,21625,21621,21495,21513
31,69,Nebraska,Garden County,2075,2062,1983,1923,1908,1916,1907,1890,1890,1837
31,71,Nebraska,Garfield County,2035,2010,1994,2022,2000,2014,1994,1986,1974,1969
31,73,Nebraska,Gosper County,2040,1991,2080,2017,2004,2025,2025,2028,1996,1990
31,75,Nebraska,Grant County,613,634,625,633,626,646,665,649,657,623
31,77,Nebraska,Greeley County,2546,2535,2464,2483,2483,2435,2400,2363,2355,2356
31,79,Nebraska,Hall County,58805,59492,60095,60485,61099,61132,61353,61201,61286,61353
31,81,Nebraska,Hamilton County,9127,9078,9040,9122,9102,9141,9158,9194,9260,9324
31,83,Nebraska,Harlan County,3422,3436,3411,3488,3468,3441,3451,3415,3386,3380
31,85,Nebraska,Hayes County,956,952,919,947,910,915,891,893,917,922
31,87,Nebraska,Hitchcock County,2897,2857,2873,2853,2879,2879,2828,2806,2801,2762
31,89,Nebraska,Holt County,10434,10443,10376,10380,10359,10263,10223,10182,10148,10067
31,91,Nebraska,Hooker County,737,743,718,731,722,714,683,666,676,682
31,93,Nebraska,Howard County,6279,6295,6298,6337,6353,6382,6407,6396,6457,6445
31,95,Nebraska,Jefferson County,7522,7551,7534,7512,7300,7221,7181,7176,7098,7046
31,97,Nebraska,Johnson County,5233,5217,5186,5167,5223,5239,5213,5169,5115,5071
31,99,Nebraska,Kearney County,6477,6547,6508,6486,6587,6558,6561,6492,6539,6495
31,101,Nebraska,Keith County,8357,8241,8225,8158,8176,8136,8096,8070,8003,8034
31,103,Nebraska,Keya Paha County,824,819,797,790,795,797,792,790,806,806
31,105,Nebraska,Kimball County,3834,3808,3802,3694,3726,3716,3669,3568,3578,3632
31,107,Nebraska,Knox County,8677,8575,8574,8552,8474,8468,8484,8439,8405,8332
31,109,Nebraska,Lancaster County,286162,289914,293431,297109,302622,306096,310306,313772,316527,319090
31,111,Nebraska,Lincoln County,36250,36030,35973,35936,35648,35501,35487,35265,35148,34914
31,113,Nebraska,Logan County,772,779,785,777,767,791,792,765,755,748
31,115,Nebraska,Loup County,628,617,605,587,596,606,616,604,617,664
31,117,Nebraska,McPherson County,539,551,509,528,510,489,503,493,490,494
31,119,Nebraska,Madison County,34961,35005,35084,35147,35083,34999,34979,35132,35189,35099
31,121,Nebraska,Merrick County,7852,7760,7845,7830,7788,7805,7838,7859,7733,7755
31,123,Nebraska,Morrill County,5039,4984,4934,4925,4918,4925,4867,4796,4674,4642
31,125,Nebraska,Nance County,3740,3731,3674,3558,3527,3573,3561,3561,3506,3519
31,127,Nebraska,Nemaha County,7238,7238,7152,7149,7130,7005,6973,6957,6957,6972
31,129,Nebraska,Nuckolls County,4514,4447,4430,4384,4347,4322,4274,4269,4207,4148
31,131,Nebraska,Otoe County,15748,15741,15689,15688,15780,15842,15950,15956,15983,16012
31,133,Nebraska,Pawnee County,2781,2791,2791,2750,2726,2691,2699,2621,2623,2613
31,135,Nebraska,Perkins County,2978,2944,2930,2891,2875,2932,2892,2886,2902,2891
31,137,Nebraska,Phelps County,9183,9142,9210,9179,9162,9217,9193,9050,9006,9034
31,139,Nebraska,Pierce County,7260,7194,7187,7180,7204,7190,7144,7093,7145,7148
31,141,Nebraska,Platte County,32305,32512,32669,32595,32740,32876,33008,33231,33287,33470
31,143,Nebraska,Polk County,5394,5336,5266,5242,5268,5171,5190,5309,5240,5213
31,145,Nebraska,Red Willow County,11059,11049,11044,11053,10901,10883,10767,10760,10705,10724
31,147,Nebraska,Richardson County,8372,8342,8283,8131,8110,8025,8004,7971,7938,7865
31,149,Nebraska,Rock County,1524,1480,1426,1440,1449,1417,1404,1420,1351,1357
31,151,Nebraska,Saline County,14222,14326,14416,14299,14297,14196,14228,14365,14336,14224
31,153,Nebraska,Sarpy County,159720,162568,165664,168990,171853,175173,178355,181376,184062,187196
31,155,Nebraska,Saunders County,20869,20841,20797,20877,20860,20949,20992,21032,21274,21578
31,157,Nebraska,Scotts Bluff County,37057,36956,36905,36853,36437,36245,36420,36160,35925,35618
31,159,Nebraska,Seward County,16799,16705,16897,16994,17012,16994,17103,17203,17273,17284
31,161,Nebraska,Sheridan County,5444,5360,5327,5208,5250,5216,5235,5268,5189,5246
31,163,Nebraska,Sherman County,3164,3102,3078,3061,3034,3036,3012,3074,3044,3001
31,165,Nebraska,Sioux County,1311,1319,1323,1330,1321,1276,1259,1195,1186,1166
31,167,Nebraska,Stanton County,6142,6176,6091,6087,6097,5944,5975,5974,5970,5920
31,169,Nebraska,Thayer County,5235,5170,5145,5179,5213,5129,5080,5034,5039,5003
31,171,Nebraska,Thomas County,647,698,701,705,701,693,722,722,714,722
31,173,Nebraska,Thurston County,6969,6903,6925,6872,6961,7073,7139,7196,7274,7224
31,175,Nebraska,Valley County,4265,4228,4216,4181,4217,4168,4201,4227,4197,4158
31,177,Nebraska,Washington County,19921,19918,19949,19851,19930,19917,20213,20328,20617,20729
31,179,Nebraska,Wayne County,9609,9451,9499,9441,9402,9366,9379,9213,9318,9385
31,181,Nebraska,Webster County,3809,3757,3734,3643,3645,3592,3566,3505,3534,3487
31,183,Nebraska,Wheeler County,825,815,797,779,786,779,804,815,802,783
31,185,Nebraska,York County,13669,13785,13835,13852,13917,13797,13740,13762,13748,13679
32,0,Nevada,Nevada,2702405,2712730,2743996,2775970,2817628,2866939,2917563,2969905,3027341,3080156
32,1,Nevada,Churchill County,24818,24593,24245,23927,23824,23957,23904,24021,24506,24909
32,3,Nevada,Clark County,1952587,1961925,1989224,2017193,2053134,2096717,2138836,2181635,2226115,2266715
32,5,Nevada,Douglas County,47037,46971,46910,46935,47373,47404,47834,48030,48489,48905
32,7,Nevada,Elko County,49088,49442,50969,52334,52531,51728,52082,52357,52539,52778
32,9,Nevada,Esmeralda County,784,770,791,847,824,830,826,843,827,873
32,11,Nevada,Eureka County,1990,1977,1991,2049,1988,2029,1936,1946,1998,2029
32,13,Nevada,Humboldt County,16584,16639,17071,17354,17215,17017,16795,16719,16778,16831
32,15,Nevada,Lander County,5795,5839,5920,6060,5968,5873,5684,5579,5547,5532
32,17,Nevada,Lincoln County,5351,5269,5371,5267,5199,5136,5154,5191,5237,5183
32,19,Nevada,Lyon County,52045,51385,50971,51090,51334,51974,52707,53895,55813,57510
32,21,Nevada,Mineral County,4786,4628,4657,4553,4469,4420,4376,4455,4544,4505
32,23,Nevada,Nye County,43844,43976,43585,42869,42840,42966,43248,43977,45186,46523
32,27,Nevada,Pershing County,6737,6610,6751,6842,6702,6618,6576,6469,6685,6725
32,29,Nevada,Storey County,3997,3905,3838,3795,3803,3876,3986,3976,3981,4123
32,31,Nevada,Washoe County,421954,423996,427370,431083,436307,442453,449723,456629,464354,471519
32,33,Nevada,White Pine County,10027,10129,10020,10046,10035,9873,9749,9651,9540,9580
32,510,Nevada,Carson City,54981,54676,54312,53726,54082,54068,54147,54532,55202,55916
33,0,New Hampshire,New Hampshire,1316762,1320202,1324232,1326622,1333341,1336350,1342307,1348787,1353465,1359711
33,1,New Hampshire,Belknap County,60101,60335,60438,60235,60285,60370,60747,60872,61145,61303
33,3,New Hampshire,Carroll County,47826,47680,47694,47520,47433,47399,47497,48132,48754,48910
33,5,New Hampshire,Cheshire County,77058,76933,76902,76712,76426,76288,75975,75963,75901,76085
33,7,New Hampshire,Coos County,32970,32507,31978,31949,32779,32343,31916,31396,31486,31563
33,9,New Hampshire,Grafton County,89130,89276,89617,89894,89930,89439,90004,89853,89701,89886
33,11,New Hampshire,Hillsborough County,401055,402774,404344,405281,407275,408985,411333,413204,414630,417025
33,13,New Hampshire,Merrimack County,146388,146867,147105,147497,148161,148649,149063,149830,150650,151391
33,15,New Hampshire,Rockingham County,295289,296195,298157,299456,301361,302691,304377,306669,308287,309769
33,17,New Hampshire,Strafford County,123200,124133,124768,125029,126542,127038,128311,129841,129797,130633
33,19,New Hampshire,Sullivan County,43745,43502,43229,43049,43149,43148,43084,43027,43114,43146
34,0,New Jersey,New Jersey,8799446,8828117,8844942,8856972,8864525,8867949,8870827,8885525,8886025,8882190
34,1,New Jersey,Atlantic County,274648,274621,274629,274314,272578,270153,267217,265498,263989,263670
34,3,New Jersey,Bergen County,906284,911994,916255,919951,923403,926391,928120,932420,932816,932202
34,5,New Jersey,Burlington County,449129,450187,450522,448824,448168,446832,445972,445610,444745,445349
34,7,New Jersey,Camden County,513275,512585,511584,509908,508316,507638,507002,506224,506353,506471
34,9,New Jersey,Cape May County,97212,96494,96228,95498,94907,94160,93655,93129,92446,92039
34,11,New Jersey,Cumberland County,156699,157043,156934,156098,156009,154712,153233,151423,150635,149527
34,13,New Jersey,Essex County,784037,785551,785063,786649,788726,790439,792689,796349,798570,798975
34,15,New Jersey,Gloucester County,289150,289687,289804,289883,290680,290943,290761,290961,291525,291636
34,17,New Jersey,Hudson County,635652,645634,652348,657047,660240,664492,668588,672826,671931,672391
34,19,New Jersey,Hunterdon County,127322,127330,126594,126376,125835,125452,124775,124712,124807,124371
34,21,New Jersey,Mercer County,367713,367378,368554,369429,368909,368124,367699,368168,368188,367430
34,23,New Jersey,Middlesex County,810758,815198,819344,821743,824160,825546,825457,827363,826172,825062
34,25,New Jersey,Monmouth County,630461,629119,627641,626912,625512,624079,622971,621990,620459,618795
34,27,New Jersey,Morris County,492617,494792,495620,496030,494848,494259,493801,493920,493070,491845
34,29,New Jersey,Ocean County,577564,578876,579932,582059,584447,587091,590897,595424,601478,607186
34,31,New Jersey,Passaic County,502023,503264,503558,503857,504547,504629,504147,504402,503183,501826
34,33,New Jersey,Salem County,65980,65875,65413,64786,64323,63732,63203,62883,62746,62385
34,35,New Jersey,Somerset County,324122,326249,327407,329047,329329,329626,329875,330573,330181,328934
34,37,New Jersey,Sussex County,148855,148167,146979,145639,144593,143004,141925,141197,140801,140488
34,39,New Jersey,Union County,537369,539931,542970,546025,548014,549905,552781,554738,556402,556341
34,41,New Jersey,Warren County,108576,108142,107563,106897,106981,106742,106059,105715,105528,105267
35,0,New Mexico,New Mexico,2064552,2080450,2087309,2092273,2089568,2089291,2091630,2091784,2092741,2096829
35,1,New Mexico,Bernalillo County,663923,670283,673615,676326,675957,676248,677683,678203,678034,679121
35,3,New Mexico,Catron County,3748,3716,3635,3586,3547,3476,3518,3553,3554,3527
35,5,New Mexico,Chaves County,65720,65720,65765,66009,65809,65825,65646,65080,64554,64615
35,6,New Mexico,Cibola County,27315,27489,27418,27414,27155,27044,27049,26921,26766,26675
35,7,New Mexico,Colfax County,13725,13618,13246,13068,12703,12429,12250,12151,12071,11941
35,9,New Mexico,Curry County,48971,49819,50806,50775,51109,50290,50283,49794,49338,48954
35,11,New Mexico,De Baca County,2031,2000,1957,1928,1861,1873,1835,1805,1779,1748
35,13,New Mexico,Doña Ana County,210097,213126,214450,214288,213933,214034,214663,216174,217278,218195
35,15,New Mexico,Eddy County,53909,54070,54419,55662,56682,57715,57650,57108,57729,58460
35,17,New Mexico,Grant County,29383,29346,29257,29104,28871,28364,28040,27642,27303,26998
35,19,New Mexico,Guadalupe County,4695,4625,4591,4531,4442,4350,4369,4410,4334,4300
35,21,New Mexico,Harding County,690,713,700,691,693,719,687,684,650,625
35,23,New Mexico,Hidalgo County,4864,4843,4780,4624,4549,4436,4324,4298,4231,4198
35,25,New Mexico,Lea County,64598,65126,66362,68613,70165,71476,70249,69046,69543,71070
35,27,New Mexico,Lincoln County,20450,20406,20194,19976,19597,19352,19397,19468,19518,19572
35,28,New Mexico,Los Alamos County,17994,18229,18234,17947,17803,17817,18209,18742,18988,19369
35,29,New Mexico,Luna County,25081,25106,24921,24592,24428,24367,24362,24100,23877,23709
35,31,New Mexico,McKinley County,71673,72332,72365,72665,72796,73462,73028,72423,71911,71367
35,33,New Mexico,Mora County,4893,4781,4684,4695,4613,4609,4533,4530,4487,4521
35,35,New Mexico,Otero County,64403,65642,66208,66304,65336,64768,65647,66121,66659,67490
35,37,New Mexico,Quay County,9064,9045,8808,8675,8465,8445,8390,8299,8242,8253
35,39,New Mexico,Rio Arriba County,40286,40244,40195,40064,39736,39370,39245,39235,39023,38921
35,41,New Mexico,Roosevelt County,20018,20430,20318,20021,19647,19137,19145,18900,18759,18500
35,43,New Mexico,Sandoval County,132431,134326,135380,136311,137023,138521,140464,142689,145096,146748
35,45,New Mexico,San Juan County,130203,129711,129756,129467,129084,128246,127954,126917,125499,123958
35,47,New Mexico,San Miguel County,29393,29352,29091,28819,28493,28215,28005,27715,27480,27277
35,49,New Mexico,Santa Fe County,144522,145847,146722,147465,147782,148098,148758,149491,149761,150358
35,51,New Mexico,Sierra County,12041,12023,11854,11524,11264,11236,11117,11064,10949,10791
35,53,New Mexico,Socorro County,17791,17775,17475,17509,17258,17152,16964,16832,16704,16637
35,55,New Mexico,Taos County,32895,32890,32759,32957,32963,32797,32922,32790,32699,32723
35,57,New Mexico,Torrance County,16404,16447,16155,15825,15666,15596,15491,15535,15512,15461
35,59,New Mexico,Union County,4541,4410,4400,4347,4246,4163,4154,4180,4108,4059
35,61,New Mexico,Valencia County,76800,76960,76789,76491,75892,75661,75599,75884,76305,76688
